,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio_Region_Por_Quarter,Promedio_Owner_Por_Year_And_Quarter,Lag_1,Delta
10380,APAC,11.256005354168488,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10409,APAC,11.336068947607332,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10410,APAC,11.336068947607332,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10411,APAC,11.336068947607332,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10412,APAC,11.336068947607332,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10413,APAC,11.336068947607332,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10414,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10415,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10416,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10417,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10418,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10419,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10420,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10421,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10623,APAC,11.304670526149769,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10822,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10823,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10824,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10825,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10826,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
10872,APAC,11.23861361145662,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11315,APAC,11.695746896805835,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11366,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11367,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11368,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11369,APAC,11.370828348196396,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11370,APAC,11.370828348196396,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11371,APAC,11.370828348196396,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11373,APAC,10.762149171573647,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11374,APAC,10.274361215874674,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11375,APAC,11.419493520177676,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11384,APAC,11.370555123678502,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11385,APAC,11.370555123678502,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11397,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11398,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11399,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11400,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11401,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11402,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11403,APAC,11.20026740644827,0,Person_Name_43,2017,Q4,1,1,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11404,APAC,11.2872787834379,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11405,APAC,11.32176495950907,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11406,APAC,11.32176495950907,0,Person_Name_43,2017,Q4,0,0,1,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11407,APAC,11.216404443851243,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
11408,APAC,9.390158798552019,0,Person_Name_43,2017,Q4,0,0,0,14.012658972914792,14.882834111307137,15.625452348526833,17.211519562848736
1449,APAC,17.98681782798778,180,Person_Name_43,2018,Q1,0,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
1450,APAC,16.70758087249602,50,Person_Name_43,2018,Q1,0,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
1780,APAC,16.523580758866487,50,Person_Name_43,2018,Q1,0,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
1781,APAC,15.830433578306542,25,Person_Name_43,2018,Q1,0,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
1782,APAC,16.993514387062177,80,Person_Name_43,2018,Q1,0,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
6677,APAC,17.95864242720887,175,Person_Name_43,2018,Q1,0,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
6678,APAC,17.958645284355807,175,Person_Name_43,2018,Q1,0,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
7554,APAC,14.705867907811925,6,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
7555,APAC,13.223138596639712,2,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
7556,APAC,13.581937811159525,2,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
8226,APAC,16.692849872396376,47,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
8227,APAC,16.69284965851594,47,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
8228,APAC,16.991061258094103,63,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
8229,APAC,16.991057448563037,63,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
9239,APAC,10.65240051100193,0,Person_Name_43,2018,Q1,0,0,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
9240,APAC,10.652872097900556,0,Person_Name_43,2018,Q1,0,0,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10133,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10134,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10135,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10136,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10137,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10138,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10139,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10140,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10141,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10142,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10143,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10144,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10145,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10146,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10147,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10148,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10149,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10150,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10151,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10152,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10153,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10154,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10155,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10156,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10157,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10158,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10159,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10160,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10161,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10162,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10163,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10164,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10165,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10166,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10167,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10168,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10169,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10170,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10171,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10172,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10173,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10174,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10175,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10176,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10177,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10178,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10179,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10180,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10181,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10182,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10183,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10184,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10185,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10186,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10187,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10188,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10189,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10190,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10191,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10192,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10193,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10194,APAC,11.336068947607332,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10195,APAC,11.233211562167625,0,Person_Name_43,2018,Q1,1,1,0,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10381,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10382,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10383,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10485,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,0,0,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10486,APAC,11.304670526149769,0,Person_Name_43,2018,Q1,0,0,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10487,APAC,11.304670526149769,0,Person_Name_43,2018,Q1,0,0,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10488,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10489,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10490,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
10491,APAC,11.353460690319201,0,Person_Name_43,2018,Q1,1,1,1,14.255778718898966,14.593294469847896,14.882834111307137,17.291082697191534
