,Region,Total_Amount,TRF,Opportunity_Owner,Delivery_Year,Delivery_Quarter,"Pricing, Delivery_Terms_Approved","Pricing, Delivery_Terms_Quote_Appr",Decision,Promedio,Lag_1,Delta
15585,EMEA,12.106165980554811,1,Person_Name_4,2018,Q4,0,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15586,EMEA,11.259514375945814,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15587,EMEA,11.292869330176895,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15589,EMEA,13.157758657911417,2,Person_Name_4,2018,Q4,0,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15591,EMEA,12.595972237096726,1,Person_Name_4,2018,Q4,0,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15592,EMEA,10.781907131870277,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15605,EMEA,9.987113831541016,0,Person_Name_4,2018,Q4,0,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15606,EMEA,9.781108031708706,0,Person_Name_4,2018,Q4,0,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15607,EMEA,8.499843553081124,0,Person_Name_4,2018,Q4,0,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15608,EMEA,10.222291222418951,0,Person_Name_4,2018,Q4,0,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15624,EMEA,11.046774405039983,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15637,EMEA,12.862150357031096,1,Person_Name_4,2018,Q4,1,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15643,EMEA,11.593318111408053,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15670,EMEA,11.046774405039983,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15671,EMEA,11.739921585599928,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15672,EMEA,11.739921585599928,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15673,EMEA,10.149380913347194,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15674,EMEA,11.390545944142808,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15675,EMEA,10.989204553218505,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15676,EMEA,10.989204553218505,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15677,EMEA,10.29605737265856,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15678,EMEA,12.087816841886614,1,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15679,EMEA,11.260079507353904,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15680,EMEA,11.260079507353904,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15681,EMEA,11.259514375945814,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15682,EMEA,11.292869330176895,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15693,EMEA,12.256715378348428,1,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15697,EMEA,12.315837396489643,1,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15698,EMEA,12.129045667220238,1,Person_Name_4,2018,Q4,1,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15699,EMEA,12.346057389170245,1,Person_Name_4,2018,Q4,1,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15726,EMEA,12.60351944273211,1,Person_Name_4,2018,Q4,1,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15740,EMEA,10.769419553182509,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15745,EMEA,12.169931475712046,1,Person_Name_4,2018,Q4,1,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15775,EMEA,12.237513171364492,1,Person_Name_4,2018,Q4,1,1,0,12.89316268222099,13.981657501534128,16.002554832264007
15786,EMEA,11.48171593482675,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15794,EMEA,12.819542554136815,1,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15909,EMEA,7.720515819133188,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
15915,EMEA,11.227458257892248,0,Person_Name_4,2018,Q4,1,1,1,12.89316268222099,13.981657501534128,16.002554832264007
12539,EMEA,15.827952552665176,22,Person_Name_4,2019,Q1,0,1,0,15.253231591751437,12.89316268222099,16.418608136122295
12540,EMEA,15.870297196889588,23,Person_Name_4,2019,Q1,0,1,0,15.253231591751437,12.89316268222099,16.418608136122295
12541,EMEA,15.870297196889588,23,Person_Name_4,2019,Q1,0,1,0,15.253231591751437,12.89316268222099,16.418608136122295
15590,EMEA,14.1961577331298,5,Person_Name_4,2019,Q1,0,1,0,15.253231591751437,12.89316268222099,16.418608136122295
15631,EMEA,11.325676789839719,0,Person_Name_4,2019,Q1,1,1,0,15.253231591751437,12.89316268222099,16.418608136122295
15793,EMEA,13.35103231720575,2,Person_Name_4,2019,Q1,1,1,1,15.253231591751437,12.89316268222099,16.418608136122295
15792,EMEA,16.03621463431727,35,Person_Name_4,2019,Q2,0,1,0,16.03621463431727,15.253231591751437,16.50299962430967
16190,APAC,13.999513200940713,2,Person_Name_43,2016,Q1,1,1,0,13.737148936473222,,16.17793259268665
16194,APAC,13.38047399253449,1,Person_Name_43,2016,Q1,1,1,0,13.737148936473222,,16.17793259268665
2284,APAC,10.662773535600119,0,Person_Name_43,2016,Q2,1,1,0,12.487560573818627,13.737148936473222,16.016328028045006
16191,APAC,13.0966454893987,1,Person_Name_43,2016,Q2,0,1,0,12.487560573818627,13.737148936473222,16.016328028045006
16192,APAC,13.776889265122737,2,Person_Name_43,2016,Q3,0,1,0,13.879258297766686,12.487560573818627,16.166200598924142
16196,APAC,13.972114226752598,2,Person_Name_43,2016,Q3,0,1,0,13.879258297766686,12.487560573818627,16.166200598924142
16193,APAC,14.269365750220532,3,Person_Name_43,2016,Q4,0,1,0,14.324935601375342,13.879258297766686,16.146733125440353
16197,APAC,14.377579334860764,3,Person_Name_43,2016,Q4,1,1,1,14.324935601375342,13.879258297766686,16.146733125440353
2951,APAC,13.428582570854521,2,Person_Name_43,2017,Q1,0,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5437,APAC,12.838195124252344,1,Person_Name_43,2017,Q1,0,0,0,12.97901807392627,14.324935601375342,15.950965826187026
5438,APAC,13.029589977251973,1,Person_Name_43,2017,Q1,0,0,0,12.97901807392627,14.324935601375342,15.950965826187026
5439,APAC,13.061338675566555,1,Person_Name_43,2017,Q1,0,0,0,12.97901807392627,14.324935601375342,15.950965826187026
5440,APAC,12.858495483051803,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5441,APAC,13.212986225175694,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5442,APAC,13.597832046081123,2,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5443,APAC,13.195286648076292,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5444,APAC,13.195286648076292,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5445,APAC,13.195286648076292,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5460,APAC,11.942523679580924,0,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5461,APAC,12.63567086014087,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5462,APAC,13.041135968249035,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5463,APAC,12.89292002394159,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5464,APAC,12.89292002394159,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5465,APAC,12.89292002394159,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5466,APAC,12.0967763950187,0,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5467,APAC,12.399496344835022,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
5468,APAC,12.804961452943186,1,Person_Name_43,2017,Q1,1,1,0,12.97901807392627,14.324935601375342,15.950965826187026
1617,APAC,11.580341093262826,0,Person_Name_43,2017,Q2,0,0,0,13.108313701305011,12.97901807392627,16.09296255007888
2950,APAC,13.428582570854521,2,Person_Name_43,2017,Q2,1,1,0,13.108313701305011,12.97901807392627,16.09296255007888
5332,APAC,12.84723129007811,1,Person_Name_43,2017,Q2,1,1,0,13.108313701305011,12.97901807392627,16.09296255007888
5333,APAC,13.946513820058174,3,Person_Name_43,2017,Q2,1,1,0,13.108313701305011,12.97901807392627,16.09296255007888
5929,APAC,11.97854449589814,0,Person_Name_43,2017,Q2,0,0,0,13.108313701305011,12.97901807392627,16.09296255007888
1616,APAC,13.141975986648221,2,Person_Name_43,2017,Q3,0,1,0,15.625452348526833,13.108313701305011,16.543956130338945
1618,APAC,14.24647536751311,5,Person_Name_43,2017,Q3,0,1,0,15.625452348526833,13.108313701305011,16.543956130338945
1651,APAC,12.086305799672903,0,Person_Name_43,2017,Q3,0,0,0,15.625452348526833,13.108313701305011,16.543956130338945
1652,APAC,12.086305799672903,0,Person_Name_43,2017,Q3,0,0,0,15.625452348526833,13.108313701305011,16.543956130338945
1714,APAC,11.849772631296515,0,Person_Name_43,2017,Q3,0,1,0,15.625452348526833,13.108313701305011,16.543956130338945
3867,APAC,16.94615826591495,52,Person_Name_43,2017,Q3,0,1,0,15.625452348526833,13.108313701305011,16.543956130338945
5334,APAC,16.10586921173467,26,Person_Name_43,2017,Q3,0,1,0,15.625452348526833,13.108313701305011,16.543956130338945
5395,APAC,15.698141050322434,18,Person_Name_43,2017,Q3,1,1,0,15.625452348526833,13.108313701305011,16.543956130338945
5396,APAC,16.54289549914273,42,Person_Name_43,2017,Q3,1,1,0,15.625452348526833,13.108313701305011,16.543956130338945
5927,APAC,12.086505863694057,0,Person_Name_43,2017,Q3,0,0,0,15.625452348526833,13.108313701305011,16.543956130338945
6907,APAC,15.535409673404814,16,Person_Name_43,2017,Q3,0,1,0,15.625452348526833,13.108313701305011,16.543956130338945
6908,APAC,16.982332627156996,68,Person_Name_43,2017,Q3,0,1,0,15.625452348526833,13.108313701305011,16.543956130338945
7879,APAC,15.0824751613071,10,Person_Name_43,2017,Q3,1,1,0,15.625452348526833,13.108313701305011,16.543956130338945
7880,APAC,15.082466161419598,10,Person_Name_43,2017,Q3,1,1,0,15.625452348526833,13.108313701305011,16.543956130338945
8355,APAC,12.568212628899964,1,Person_Name_43,2017,Q3,0,0,0,15.625452348526833,13.108313701305011,16.543956130338945
9283,APAC,15.125541934250034,10,Person_Name_43,2017,Q3,1,1,0,15.625452348526833,13.108313701305011,16.543956130338945
1422,APAC,17.798864619194664,150,Person_Name_43,2017,Q4,1,1,0,14.882834111307137,15.625452348526833,15.685695968962
1502,APAC,12.767386990101178,1,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
1510,APAC,15.569052814364131,25,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
1555,APAC,17.593773820126447,122,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
1581,APAC,16.152493744336763,30,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
1582,APAC,16.15249107765765,30,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
1620,APAC,14.474599365932091,5,Person_Name_43,2017,Q4,0,0,0,14.882834111307137,15.625452348526833,15.685695968962
1621,APAC,12.850854609117835,1,Person_Name_43,2017,Q4,0,0,0,14.882834111307137,15.625452348526833,15.685695968962
1622,APAC,13.256086426661545,2,Person_Name_43,2017,Q4,0,0,0,14.882834111307137,15.625452348526833,15.685695968962
5928,APAC,12.34097824974328,1,Person_Name_43,2017,Q4,0,0,0,14.882834111307137,15.625452348526833,15.685695968962
6086,APAC,16.06682235637077,25,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6232,APAC,17.75027608066035,165,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6233,APAC,17.735887343208248,163,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6651,APAC,14.873294602092598,8,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6652,APAC,16.25959927572377,32,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6913,APAC,15.830405978477659,25,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6914,APAC,15.830405578474538,25,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6915,APAC,17.11134692396848,90,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
6916,APAC,17.111344090629714,90,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
7374,APAC,14.55504501807734,5,Person_Name_43,2017,Q4,1,1,0,14.882834111307137,15.625452348526833,15.685695968962
7375,APAC,14.560775692786326,5,Person_Name_43,2017,Q4,1,1,0,14.882834111307137,15.625452348526833,15.685695968962
8222,APAC,13.185378175765738,2,Person_Name_43,2017,Q4,1,1,0,14.882834111307137,15.625452348526833,15.685695968962
8223,APAC,13.18539150847688,2,Person_Name_43,2017,Q4,1,1,0,14.882834111307137,15.625452348526833,15.685695968962
9082,APAC,15.153156746958386,10,Person_Name_43,2017,Q4,1,1,0,14.882834111307137,15.625452348526833,15.685695968962
9204,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9205,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9206,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9207,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9208,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9210,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9211,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9212,APAC,11.130317139004992,0,Person_Name_43,2017,Q4,1,1,1,14.882834111307137,15.625452348526833,15.685695968962
9235,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
9236,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
9237,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
9238,APAC,10.642921767047387,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
9272,APAC,14.46049244158459,5,Person_Name_43,2017,Q4,0,0,0,14.882834111307137,15.625452348526833,15.685695968962
9284,APAC,13.054940701086895,1,Person_Name_43,2017,Q4,0,0,0,14.882834111307137,15.625452348526833,15.685695968962
9285,APAC,15.024948401721268,8,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
9286,APAC,12.591335046320818,1,Person_Name_43,2017,Q4,0,0,0,14.882834111307137,15.625452348526833,15.685695968962
9452,APAC,15.068773401501293,10,Person_Name_43,2017,Q4,0,1,0,14.882834111307137,15.625452348526833,15.685695968962
9453,APAC,14.335303851712526,5,Person_Name_43,2017,Q4,1,1,0,14.882834111307137,15.625452348526833,15.685695968962
10023,APAC,11.353601426368973,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10024,APAC,11.353601426368973,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10025,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10026,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10027,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10028,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10029,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10030,APAC,11.382588963242226,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10031,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10032,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10033,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10034,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10035,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10036,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10037,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10038,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10039,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10040,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10041,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10042,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10043,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10044,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10045,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10046,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10047,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10048,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10049,APAC,11.253377231762219,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10050,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10051,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10052,APAC,11.23598548905035,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10053,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10054,APAC,11.181918267780073,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10379,APAC,11.256005354168488,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10380,APAC,11.256005354168488,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
10409,APAC,11.336068947607332,0,Person_Name_43,2017,Q4,0,0,1,14.882834111307137,15.625452348526833,15.685695968962
